Description	Code
write a program to add two matrix	"A = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
B = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]


rowsA = len(A)
colsA = len(A[0])
rowsB = len(B)
colsB = len(B[0])
if rowsA != rowsB or colsA != colsB:
<TAB>raise ArithmeticError('Matrices are NOT the same size.')


C = []
while len(C) < rowsA:
<TAB>C.append([])
<TAB>while len(C[-1]) < colsB:
        C[-1].append(0.0)


for i in range(rowsA):
<TAB>for j in range(colsB):
        C[i][j] = A[i][j] + B[i][j]


print(""Added Array"")
for i in range(rowsA):
<TAB>row = '|'
<TAB>for b in range(colsA):
        row = row + ' ' + str(C[i][b])
<TAB>print(row + ' ' + '|')
"
Write a Python class which has at least two methods: getString: to get a string from console input printString: to print the string in upper case.	"

class IOString(object):
<TAB>def __init__(self):
        self.s = """"

<TAB>def getString(self):
        self.s = input()

<TAB>def printString(self):
        print(self.s.upper())


strObj = IOString()
strObj.getString()
strObj.printString()
"
write a program to calculate and print number of letters and digits in a string	"

str1 = ""python1234""

total_digits = 0
total_letters = 0

for s in str1:

<TAB>if s.isnumeric():
        total_digits += 1
<TAB>else:
        total_letters += 1

print(""Total letters found : "", total_letters)
print(""Total digits found : "", total_digits)
"
write a python function that chunks a list into smaller lists of a specified size	"

from math import ceil


def chunk(lst, size):
<TAB>return list(
        map(lambda x: lst[x * size:x * size + size],
            list(range(ceil(len(lst) / size)))))
"
Write a Python function that returns True if a string is empty and False otherwise.	"def is_empty(s):
<TAB>if s == """":
        return True
<TAB>else:
        return False
"
92 write a python program to sort list under tuples and print it	"

test_tup = ([7, 5, 4], [8, 2, 4], [0, 7, 5])
print(""The original tuple is : "" + str(test_tup))
s = tuple(sorted([j for j in i], reverse=False) for i in test_tup)
print(f'the sorted list inside tuple is {s}')
"
write a program for floating pointwrite a program	"print(f""Round off value : {round(51.6)}"")
"
write a python function to get the type of a variable	"def get_type(var):
<TAB>return(type(var))
"
write a python function that takes two lists and append second list after the first list	"lst1 = eval(input(""Enter list : ""))
lst2 = eval(input(""Enter list : ""))
print(lst1 + lst2)
"
Write a program that computes the value of a+aa+aaa+aaaa with a given digit as the value of a.	"a = input()
n1 = int(""%s"" % a)
n2 = int(""%s%s"" % (a, a))
n3 = int(""%s%s%s"" % (a, a, a))
n4 = int(""%s%s%s%s"" % (a, a, a, a))
print(n1 + n2 + n3 + n4)
"
write program to convert string to lower case	"st = ""AMMAR ADIL""


lower_st = st.lower()
print(""Lower Case"", lower_st)
"
Write a Python function that returns the ASCII value of the passed in character.	"def ascii_value_of_character(char):
<TAB>return ord(char)
"
write a python function to convert byte to UTF-8	"def byte_to_utf8(data):
<TAB>return data.decode(""utf-8"")


print(byte_to_utf8(data=b'r\xc3\xa9sum\xc3\xa9'))


def hanoi(disks, source, auxiliary, target):
<TAB>if disks == 1:
        print('Move disk 1 from peg {} to peg {}.'.format(source, target))
        return

<TAB>hanoi(disks - 1, source, target, auxiliary)
<TAB>print('Move disk {} from peg {} to peg {}.'.format(disks, source, target))
<TAB>hanoi(disks - 1, auxiliary, source, target)
"
write a python class to instantiate an object with two string attributes and write a function to return the list of attributes	"class Myclass:
<TAB>def __init__(self, attr1, attr2):
        self.attr1 = attr1
        self.attr2 = attr2

<TAB>def get_attributes_list(self):
        return [self.attr1, self.attr2]


dress = Myclass(""pant"", ""shirt"")
dress.get_attributes_list()
"
write a python program to print current datetime	"from datetime import datetime


now = datetime.now()
print(now)
"
write a function that inverts a dictionary with non-unique values. Keys that map to the same values should be appended to a list in the inverted dictionary	"def invert_dict_non_unique(my_dict):
<TAB>my_inverted_dict = dict()
<TAB>for key, value in my_dict.items():
        my_inverted_dict.setdefault(value, list()).append(key)
<TAB>return my_inverted_dict
"
45 logging message	"def logging(msg, *, dt=datetime.utcnow()):
<TAB>print(f'message at {dt} was {msg}')
"
write a program to remove odd numbers from a list using list comprehensions	"nums = [1, 2, 3, 4, 5, 6, 7, 8]
no_odd_nums = [i for i in nums if i % 2 == 0]
"
43 write a program to convert kilometers to miles	"

kilometers = float(input('How many kilometers?: '))
conv_fac = 0.621371
miles = kilometers * conv_fac
print('%0.3f kilometers is equal to %0.3f miles' % (kilometers, miles))
"
write a program to concat two list	"l1 = [1, 2, 3]
l2 = [4, 5, 6]


print(f'sum : {l1 + l2}')
"
Counting total lower Case in a string	"str1 = ""abc4234AFdeaa""
digitCount = 0
for i in range(0, len(str1)):
<TAB>char = str1[i]
<TAB>if(char.lower()):
        digitCount += 1
print('Number total lower Case: ', digitCount)
"
Returns the number of times the specified element appears in the list	"vowels = ['a', 'e', 'i', 'o', 'i', 'u']
count = vowels.count('i')
print('The count of i is:', count)
"
Write a Python program that determines whether or not the following two sets have any elements in common. If yes display the common elements	"set1 = {10, 20, 30, 40, 50}
set2 = {60, 70, 80, 90, 10}
if set1.isdisjoint(set2):
<TAB>print(""Two sets have no items in common"")
else:
<TAB>print(""Two sets have items in common"")
<TAB>print(set1.intersection(set2))
"
write a python function to reverse a user provided list or string	"

def reverse(itr):
<TAB>return itr[::-1]
"
write a program to sort a nested dictionary by a key and print the sorted dictionary	"test_dict = {'Nikhil': {'roll': 24, 'marks': 17},
             'Akshat': {'roll': 54, 'marks': 12},
             'Akash': {'roll': 12, 'marks': 15}}
sort_key = 'marks'
res = sorted(test_dict.items(), key=lambda x: x[1][sort_key])
print(""The sorted dictionary by marks is : "" + str(res))
"
Write a program that accepts a sequence of whitespace separated words as input and prints the words after removing all duplicate words and sorting them alphanumerically.	"s = input()
words = [word for word in s.split("" "")]
print("" "".join(sorted(list(set(words)))))
"
Write a program which accepts a sequence of comma separated 4 digit binary numbers as its input and then check whether they are divisible by 5 or not. The numbers that are divisible by 5 are to be printed in a comma separated sequence.	"value = []
items = [x for x in input().split(',')]
for p in items:
<TAB>intp = int(p, 2)
<TAB>if not intp % 5:
        value.append(p)


print(','.join(value))
"
write a program to terminate the program execution	"

import sys
sys.exit()
"
By using list comprehension, write a program to print the list after removing delete numbers which are divisible by 5 and 7 in [12,24,35,70,88,120,155].	"li = [12, 24, 35, 70, 88, 120, 155]
li = [x for x in li if x % 5 != 0 and x % 7 != 0]
print(li)
"
write a python program to multiply two matrices	"

X = [[12, 7, 3],
     [4, 5, 6],
     [7, 8, 9]]
Y = [[5, 8, 1, 2],
     [6, 7, 3, 0],
     [4, 5, 9, 1]]
result = [[0, 0, 0, 0],
          [0, 0, 0, 0],
          [0, 0, 0, 0]]
for i in range(len(X)):
<TAB>for j in range(len(Y[0])):
        for k in range(len(Y)):
            result[i][j] += X[i][k] * Y[k][j]
for r in result:
<TAB>print(r)
"
Write a function to calculate the total capacitance of capacitors in parallel in a given list	"def cal_total_cap_in_parallel(cap_list: list) -> float:
<TAB>return sum(cap_list)
"
write a python program to print a matrix as output	"

matrix = [[1, 2, 3, 4],
          [4, 5, 6, 7],
          [8, 9, 10, 11],
          [12, 13, 14, 15]]

for i in range(0, 4):
<TAB>print(matrix[i][1], end="" "")
"
write a python program to print names of the entries in the directory given by path	"path = '/home'
import os
print(os.listdir(path))
"
Write a Python function that returns biggest character in a string	"

from functools import reduce


def biggest_char(string):

<TAB>def biggest_chr(x, y): return x if ord(x) > ord(y) else y
<TAB>return reduce(biggest_chr, string)
"
write a python program to print binary left shift on a variable	"a = 60
binary_left_shift = a << 2
print(binary_left_shift)
"
equality operator works this way	"print('256 is 257-1', 256 is 257 - 1)
print('257 is 258-1', 257 is 258 - 1)
print('-5 is -6+1', -5 is -6 + 1)
print('-7 is -6-1', -7 is -6 - 1)
"
Write a program which can map() to make a list whose elements are square of numbers between 1 and 20 (both included).	"squaredNumbers = map(lambda x: x**2, range(1, 21))
print(squaredNumbers)
"
write a function to check if a list is empty or not	"def list_is_empty(a_list):
<TAB>if not a_list:
        return True
<TAB>else:
        return False
"
Write a python function to Check whether triangle is valid or not if sides are given	"def checkValidity(a, b, c):
<TAB>if (a + b <= c) or (a + c <= b) or (b + c <= a):
        return False
<TAB>else:
        return True
"
14. python function to create adders	"def create_adders():
<TAB>adders = []
<TAB>for n in range(1, 4):
        adders.append(lambda x, y=n: x + y)
<TAB>return adders


adders = create_adders()
"
Write a function to return the volume of a cube	"def cal_cube_volume(side: float) -> float:
<TAB>return side**3
"
Write a function to calculate simple interest, given p, r, t	"

def simp_int(p, r, t):
<TAB>interest = (p * r * t) / 100
<TAB>return interest
"
Write a program that will determine the object type	"

def typeIdentifier(object):
<TAB>return f'object type : {type(object)}'
"
write a python function to find the area of a circle using the user provided circumference	"

def area_of_circle(circumference):
<TAB>circumference = float(circumference)
<TAB>PI = 3.14
<TAB>area = (circumference * circumference) / (4 * PI)
<TAB>print(f'Area Of a Circle {area}')
"
Calculate the length of dictionary	"thisdict = {
<TAB>""brand"": ""Ford"",
<TAB>""model"": ""Mustang"",
<TAB>""year"": 1964
}


print(f""Length of Dictionary:{len(thisdict)}"")
"
write a function to convert weight from kgs to pounds	"

def kgs_to_pounds(weight_kg):
<TAB>return weight_kg * 2.2
"
write a function which rearranges the elements such that all the negative elements appear on the left and positive elements appear at the right of the list. Note that it is not necessary to maintain the sorted order of the input list.	"def rearrange(lst):
<TAB>leftMostPosEle = 0
<TAB>
<TAB>for curr in range(len(lst)):
        
        if (lst[curr] < 0):
            
            if (curr is not leftMostPosEle):
                
                lst[curr], lst[leftMostPosEle] = lst[leftMostPosEle], lst[curr]
            
            leftMostPosEle += 1
<TAB>return lst
"
write a python function to determing the volume of a cube whose space diagonal measure is given	"
def CubeVolume(d):
<TAB>Volume = (1.73205 * pow(d, 3)) / 9
<TAB>return Volume
"
Write a Python function to return the second smallest number in a list and print it.Example:# input# second_smallest([1, 2, -8, -2, 0])# output# -2	"

def second_smallest(numbers):
<TAB>a1, a2 = float('inf'), float('inf')
<TAB>for x in numbers:
        if x <= a1:
            a1, a2 = x, a1
        elif x < a2:
            a2 = x
<TAB>return a2


print(second_smallest([1, 2, -8, -2, 0]))
"
Please generate a random float where the value is between 5 and 95 using Python math module.	"import random
print(random.random() * 100 - 5)
"
write a python function that takes a list as an input and converts all numbers to negative numbers and returns the new list	"def make_all_negative(nums):
<TAB>return [num if num < 0 else -num for num in nums]
"
Write a python program print all the integers that aren’t divisible by either 2 or 3 and lies between 1 and 25.	"for i in range(0, 25):
<TAB>if(i % 2 != 0 and i % 3 != 0):
        print(i)
"
write a python program to print week number from a date	"import datetime
print(datetime.date(2015, 6, 16).isocalendar()[1])


from datetime import date, timedelta


def all_sundays(year):
<TAB>dt = date(year, 1, 1)
<TAB>dt += timedelta(days=6 - dt.weekday())
<TAB>while dt.year == year:
        yield dt
        dt += timedelta(days=7)


for s in all_sundays(2020):
<TAB>print(s)
"
Calculate the sum of three given numbers, if the values are equal then return thrice of their sum	"def sum_thrice(x, y, z):
<TAB>sum1 = x + y + z
<TAB>if x == y == z:
        sum1 = sum1 * 3
<TAB>return sum1


print(sum_thrice(1, 2, 3))
print(sum_thrice(3, 3, 3))
"
